DATE,Storage in Mcft,inflow in cusec,Discharge in cusec
29.04.18,0.00,0,0
30.04.18,0.00,0,0
01.05.18,0.00,0,0
02.05.18,0.00,0,0
03.05.18,0.00,0,0
04.05.18,0.00,0,0
05.05.18,0.00,0,0
06.05.18,0.00,0,0
07.05.18,0.00,0,0
08.05.18,0.00,0,0
09.05.18,0.00,0,0
10.05.18,0.00,0,0
11.05.18,0.00,0,0
12.05.18,0.00,0,0
13.05.18,0.00,0,0
14.05.18,0.00,0,0
15.05.18,0.00,0,0
16.05.18,0.00,0,0
17.05.18,0.00,0,0
18.05.18,0.00,0,0
19.05.18,0.00,0,0
20.05.18,0.00,0,0
21.05.18,0.00,0,0
22.05.18,0.00,0,0
23.05.18,0.00,0,0
24.05.18,0.00,0,0
25.05.18,0.00,0,0
26.05.18,0.00,0,0
27.05.18,0.00,0,0
28.05.18,0.00,0,0
29.05.18,0.00,0,0
30.05.18,0.00,0,0
31.05.18,0.00,0,0
01.06.18,0.00,0,0
02.06.18,0.00,0,0
03.06.18,0.00,0,0
04.06.18,0.00,0,0
05.06.18,0.00,0,0
06.06.18,0.00,0,0
07.06.18,0.00,0,0
08.06.18,0.00,0,0
09.06.18,0.00,0,0
10.06.18,0.00,0,0
11.06.18,0.00,0,0
12.06.18,0.00,0,0
13.06.18,0.00,0,0
14.06.18,0.00,0,0
15.06.18,0.00,0,0
16.06.18,0.00,0,0
17.06.18,0.00,0,0
18.06.18,0.00,0,0
19.06.18,0.00,0,0
20.06.18,0.00,0,0
21.06.18,0.00,0,0
22.06.18,0.00,0,0
23.06.18,0.00,0,0
24.06.18,0.00,0,0
25.06.18,0.00,0,0
26.06.18,0.00,0,0
27.06.18,0.00,0,0
28.06.18,0.00,0,0
29.06.18,0.00,0,0
30.06.18,0.00,0,0
01.07.18,0.00,0,0
02.07.18,0.00,0,0
03.07.18,0.00,0,0
04.07.18,0.00,0,0
05.07.18,0.00,0,0
06.07.18,0.00,0,0
07.07.18,0.00,0,0
08.07.18,0.00,0,0
09.07.18,0.00,0,0
10.07.18,0.00,0,0
11.07.18,0.00,0,0
12.07.18,0.00,0,0
13.07.18,0.00,0,0
14.07.18,0.00,0,0
15.07.18,0.00,0,0
16.07.18,0.00,0,0
17.07.18,0.00,0,0
18.07.18,0.00,0,0
19.07.18,0.00,0,0
20.07.18,0.00,0,0
21.07.18,0.00,0,0
22.07.18,0.00,0,0
23.07.18,0.00,0,0
24.07.18,0.00,0,0
25.07.18,0.00,0,0
26.07.18,0.00,0,0
27.07.18,0.00,0,0
28.07.18,0.00,0,0
29.07.18,0.00,0,0
30.07.18,0.00,0,0
31.07.18,0.00,0,0
01.08.18,0.00,0,0
02.08.18,416.80,1700,0
03.08.18,556.20,1700,0
04.08.18,671.00,1700,0
05.08.18,763.20,1300,0
06.08.18,902.25,1550,0
07.08.18,1027.00,900,0
08.08.18,1112.22,900,0
09.08.18,1197.45,920,0
10.08.18,1295.85,800,520
11.08.18,1270.50,800,975
12.08.18,1270.50,800,916
13.08.18,1270.50,690,644
14.08.18,1270.50,690,635
15.08.18,1307.02,1046,624
16.08.18,1331.35,922,640
17.08.18,1343.50,784,644
18.08.18,1185.27,200,2032
19.08.18,1051.35,200,1750
20.08.18,978.20,200,1046
21.08.18,978.20,750,750
22.08.18,978.20,1524,1174
23.08.18,1051.35,1524,700
24.08.18,1124.40,1545,700
25.08.18,1160.90,1420,974
26.08.18,1246.15,1545,700
27.08.18,1294.85,1400,840
28.08.18,1343.50,1400,840
29.08.18,1343.50,1400,840
30.08.18,1343.50,1350,1350
31.08.18,1343.20,1450,1450
01.09.18,1343.50,1344,1450
02.09.18,1343.50,1450,1450
03.09.18,1343.50,1350,1350
04.09.18,1343.50,1350,1350
05.09.18,1343.50,1300,1300
06.09.18,1343.50,1300,1300
07.09.18,1343.50,1100,1100
08.09.18,1343.50,1100,1100
09.09.18,1343.50,1100,1100
10.09.18,1343.50,1100,1100
11.09.18,1343.50,1100,1100
12.09.18,1343.50,1100,1100
13.09.18,1343.50,1100,1100
14.09.18,1343.50,1150,1150
15.09.18,1343.50,927,927
16.09.18,1343.50,927,927
17.09.18,1343.50,790,790
18.09.18,1319.20,250,530
19.09.18,1294.85,250,530
20.09.18,1270.50,230,510
21.09.18,1233.97,0,420
22.09.18,1197.45,0,425
23.09.18,1160.92,0,420
24.09.18,1112.22,0,564
25.09.18,1051.35,0,705
26.09.18,1002.65,0,564
27.09.18,956.70,0,530
28.09.18,913.70,0,498
29.09.18,870.70,0,498
30.09.18,838.45,0,374
01.10.18,806.20,250,624
02.10.18,870.70,1421,674
03.10.18,913.70,1172,674
04.10.18,967.45,1296,674
05.10.18,978.20,548,424
06.10.18,978.20,250,250
07.10.18,978.20,250,250
08.10.18,978.20,150,150
09.10.18,978.20,150,150
10.10.18,978.20,150,150
11.10.18,978.20,150,150
12.10.18,956.70,0,249
13.10.18,935.20,0,249
14.10.18,902.95,0,373
15.10.18,859.95,0,497
16.10.18,816.95,0,497
17.10.18,784.70,0,370
18.10.18,763.20,0,249
19.10.18,730.95,0,373
20.10.18,730.95,150,150
21.10.18,720.20,100,224
22.10.18,752.45,477,104
23.10.18,752.45,250,250
24.10.18,795.45,722,224
25.10.18,784.70,150,274
26.10.18,741.70,70,567
27.10.18,687.40,70,698
28.10.18,662.80,50,300
29.10.18,654.60,190,284
30.10.18,630.50,50,329
31.10.18,589.00,30,510
01.11.18,564.40,60,245
02.11.18,580.80,378,188
03.11.18,662.80,1100,151
04.11.18,784.70,1573,162
05.11.18,881.45,1285,165
06.11.18,945.95,914,167
07.11.18,990.42,683,168
08.11.18,1002.65,401,259
09.11.18,1002.65,205,205
10.11.18,990.42,62,204
11.11.18,978.20,96,238
12.11.18,956.70,0,249
13.11.18,924.45,0,374
14.11.18,892.20,0,374
15.11.18,859.95,0,374
16.11.18,881.45,439,190
17.11.18,870.70,0,125
18.11.18,935.20,821,74
19.11.18,978.20,572,74
20.11.18,990.42,420,278
21.11.18,990.42,450,450
22.11.18,990.42,943,943
23.11.18,935.20,50,589
24.11.18,990.42,712,73
25.11.18,1014.83,507,224
26.11.18,1100.05,1161,174
27.11.18,1173.10,1018,172
28.11.18,1246.15,1350,506
29.11.18,1270.50,960,678
30.11.18,1173.10,646,1774
01.12.18,1136.57,525,949
02.12.18,1136.57,430,430
03.12.18,1173.10,572,149
04.12.18,1173.10,344,344
05.12.18,1197.45,436,154
06.12.18,1197.45,124,124
07.12.18,1197.45,210,210
08.12.18,1197.45,198,198
09.12.18,1185.27,139,280
10.12.18,1173.10,90,231
11.12.18,1173.10,150,150
12.12.18,1160.92,100,241
13.12.18,1124.40,70,493
14.12.18,1100.05,90,372
15.12.18,1075.70,70,353
16.12.18,1075.70,275,275
17.12.18,1075.70,250,250
18.12.18,1075.70,150,150
19.12.18,1063.52,75,216
20.12.18,1051.35,70,216
21.12.18,1014.82,0,423
22.12.18,978.20,0,423
23.12.18,990.42,350,208
24.12.18,1075.70,1060,73
25.12.18,1160.92,1060,74
26.12.18,1270.50,1342,74
27.12.18,1392.10,1480,72
28.12.18,1465.00,1093,249
29.12.18,1465.00,879,879
30.12.18,1465.00,604,604
31.12.18,1465.00,180,180
